10000 29917
Sommets du graphe
1630 8512 0.102865
1630 8364 0.308016
1631 9207 0.646353
1631 7938 0.422015
1631 5142 0.229904
1631 3375 0.566656
1631 8108 0.424820
1631 5369 0.438032
1631 2342 0.365127
1632 9850 0.134816
1632 9261 0.680643
1632 2751 0.576628
1633 9928 0.818797
1633 7855 0.952388
1633 5645 0.750231
1633 5092 0.084683
1633 5071 0.506903
1633 2682 0.836432
1634 9694 0.636171
1634 7945 0.822478
1634 3521 0.566137
1634 8101 0.457750
1635 8467 0.359545
1635 5727 0.433560
1635 3924 0.323984
1635 2458 0.719559
1635 7955 0.791049
1635 5844 0.702754
1636 9912 0.127603
1636 6209 0.481029
1636 4856 0.744950
1636 4966 0.458486
1636 3114 0.192792
1636 2169 0.879243
1637 8668 0.228920
1637 7758 0.117071
1637 7650 0.451154
1637 7612 0.633978
1637 4394 0.711233
1637 8316 0.849731
1637 3136 0.447010
1637 2243 0.634059
1638 4090 0.480443
1638 5609 0.282486
1638 2468 0.716527
1639 9369 0.474011
1639 7143 0.311014
1639 9359 0.362798
1639 2507 0.609607
1639 3887 0.619462
1640 4412 0.715713
1640 8486 0.103403
1640 9190 0.725592
1641 4092 0.402653
1641 3987 0.461264
1641 3434 0.558143
1641 8250 0.665604
1641 4390 0.307367
1641 6801 0.487714
1641 7968 0.518738
1642 8830 0.395084
1642 3960 0.199295
1642 2506 0.517976
1642 9699 0.396079
1642 4811 0.387584
1642 6645 0.434563
1643 6641 0.993291
1643 3516 0.464087
1644 8996 0.596206
1644 4206 0.176543
1644 2390 0.665659
1644 2238 0.025464
1644 2155 0.170929
1644 8871 0.476116
1645 3149 0.546669
1645 7628 0.893887
1645 5772 0.979993
1645 9014 0.976907
1646 9819 0.210703
1646 6204 0.445729
1646 3316 0.303339
1646 5817 0.240302
1647 8862 0.694916
1647 3389 0.382848
1647 2228 0.183984
1647 4914 0.084244
1648 3542 0.363770
1648 2582 0.461200
1648 2377 0.671997
1648 2549 0.355813
1648 4263 0.478502
1648 7946 0.312118
1649 5566 0.810338
1649 8535 0.705469
1649 9934 0.795020
1649 9490 1.001436
1650 9201 0.509575
1650 4391 0.582320
1650 4391 0.582320
1650 4856 0.347995
1651 9158 0.377829
1651 8516 0.430547
1651 5660 0.651292
1651 5223 0.372835
1651 4585 0.269704
1651 4328 0.196068
1651 4199 0.710492
1651 1820 0.184400
1651 8005 0.565589
1651 8846 0.470266
1651 4538 0.249626
1652 7142 0.976040
1652 2807 0.599494
1652 9186 0.353147
1652 9981 0.975720
1652 9274 0.906488
1653 9915 0.455138
1653 7841 0.729171
1653 7338 0.605553
1653 5650 0.547103
1653 3921 0.654214
1654 3858 0.771821
1654 8795 0.642691
1654 7166 0.594339
1655 9050 0.761673
1655 5757 0.589277
1655 5273 0.737319
1655 3899 0.627298
1655 2998 0.669822
1655 5349 0.947093
1655 7329 0.818706
1656 2674 0.342227
1656 2292 0.603138
1656 9635 0.448502
1656 5138 0.896815
1656 3867 0.930226
1657 3888 0.609795
1657 7565 0.683149
1657 3613 0.028812
1657 4190 0.275836
1658 7866 0.268975
1658 7684 0.909162
1658 7549 0.871497
1658 4951 0.290331
1658 8842 0.415157
1658 2102 0.805010
1658 7966 0.650198
1659 9431 0.973629
1659 8811 1.052665
1659 8305 0.548845
1659 7887 0.703184
1659 6494 0.478742
1659 4333 0.312495
1659 8694 0.640179
1659 1871 0.387664
1660 1951 0.520261
1660 7172 0.918611
1660 4948 0.614838
1660 5220 0.975385
1661 8522 0.937556
1661 7877 0.126214
1662 2489 0.389605
1662 1681 0.772897
1663 6835 0.677345
1663 5100 0.742243
1663 2792 0.653292
1663 2748 0.903506
1663 3095 0.840001
1664 5601 0.647126
1664 3908 0.333891
1664 5009 0.244704
1664 4227 0.462177
1665 9164 0.947238
1665 7718 0.827403
1665 7218 0.541189
1665 2022 1.022543
1665 7802 1.032259
1665 7577 0.657661
1666 2835 0.391635
1666 3384 0.843106
1667 7811 0.634947
1667 7657 0.354358
1667 3741 0.624951
1667 8389 0.271915
1668 5175 0.552708
1668 2731 0.595835
1668 8809 0.733864
1668 8095 0.026551
1669 3202 0.290371
1669 6428 0.787672
1669 4148 0.194248
1670 2268 0.667846
1670 3416 0.426833
1670 9966 0.535145
1671 7045 0.753634
1671 4863 0.223896
1671 4093 0.347271
1672 3919 0.582179
1672 1870 0.626648
1672 1756 0.211658
1672 1686 0.214305
1672 6492 0.741275
1672 6213 0.468624
1672 4495 0.697767
1673 5864 0.621450
1673 9226 0.503721
1674 6412 0.672158
1674 5808 0.551444
1674 5673 0.628096
1674 7164 0.242654
1674 5530 0.353183
1675 6029 0.648201
1675 4437 0.024637
1675 3893 0.690385
1675 3519 0.788255
1675 9555 0.680713
1675 8321 0.188947
1676 4023 0.908173
1676 2813 0.514618
1676 2233 0.200917
1676 4711 0.791223
1676 4982 0.305850
1677 7443 1.025462
1677 3446 0.244160
1677 1742 0.343223
1677 5436 0.132980
1678 7931 0.391761
1678 9428 0.266890
1678 6908 0.049205
1678 3712 0.422455
1679 9277 0.703132
1679 7876 0.649904
1679 2237 0.367329
1679 6415 0.221369
1679 4556 0.468579
1679 2209 0.126791
1680 9427 0.509961
1680 7698 0.221828
1680 7035 0.742380
1680 3683 0.889996
1680 7688 0.680120
1680 3493 0.723256
1680 5156 0.345763
1681 7845 0.133652
1681 6723 0.781701
1681 6508 0.537449
1681 4139 0.405887
1681 1944 0.749503
1681 5107 0.280653
1681 8588 0.939719
1681 4164 0.426654
1682 8662 0.540147
1682 6659 0.482379
1682 4701 0.422423
1683 8727 0.162821
1683 6571 0.839547
1683 7606 0.498781
1683 9290 0.144070
1684 5095 0.551103
1684 6756 0.504059
1684 5062 0.969509
1685 8139 0.865206
1685 6773 0.880389
1685 6730 0.697501
1685 5811 0.200874
1685 5247 1.036532
1685 1757 0.191185
1685 4514 0.392207
1686 4995 0.688526
1686 9825 0.599049
1687 6360 0.348513
1687 3670 0.497058
1687 6963 0.262376
1687 5737 0.650897
1687 5058 0.660083
1688 8799 0.530631
1688 2572 0.753692
1688 4310 0.572108
1688 7008 0.739201
1688 6187 0.490001
1689 8908 0.298484
1689 4545 0.680742
1689 2761 0.435846
1689 2192 0.345099
1689 2773 0.351838
1689 5178 0.658131
1689 7296 0.161121
1690 9686 0.524231
1690 7775 0.846787
1690 5603 0.500842
1690 4695 1.027295
1690 6907 0.693884
1691 4667 0.582021
1691 1744 0.366942
1691 4179 0.549930
1691 7729 0.508153
1692 6045 0.206873
1692 6476 0.300521
1692 6712 0.733367
1692 3059 0.518082
1692 9748 0.947002
1693 5788 0.148384
1693 2260 0.200584
1693 6943 0.561789
1694 4684 0.721775
1694 4020 0.655481
1694 2958 0.626898
1694 2258 0.400150
1694 7784 0.484203
1695 7539 0.452319
1695 6608 0.335624
1695 5119 0.587386
1695 4262 0.484114
1695 1860 0.587069
1695 9976 0.972537
1695 9815 0.730146
1696 9752 0.244823
1696 3639 0.521192
1696 8391 0.588385
1697 9303 0.751336
1697 4492 0.287818
1697 4201 0.506810
1697 3569 0.263392
1697 2128 0.416160
1697 9379 0.421925
1698 4576 0.131673
1698 7383 0.285712
1698 7292 0.399011
1699 5144 0.916397
1699 8655 0.457500
1699 7979 0.833879
1699 9601 0.159328
1700 9778 0.292807
1700 3634 0.657873
1700 3114 0.602223
1700 9908 0.409285
1700 5692 0.695719
1700 4565 0.433376
1701 9187 0.600433
1701 5617 0.426265
1701 8059 0.526084
1702 9412 0.207084
1702 6263 0.318671
1702 8029 0.170733
1702 4700 0.331851
1703 4242 0.697785
1703 3743 0.558499
1703 5177 0.331891
1704 4204 0.975178
1704 6716 0.844843
1704 7914 1.005682
1704 7253 0.180282
1705 8189 0.594471
1705 4990 0.314871
1705 6357 0.602979
1705 2048 0.550171
1705 2634 0.615320
1706 9057 0.806881
1706 3374 0.583119
1706 8313 0.181102
1706 3024 0.363304
1707 9278 0.077316
1707 8753 0.573443
1707 8636 0.620030
1707 6219 0.813465
1707 6031 0.366991
1707 5639 0.762332
1707 4856 0.423488
1707 3890 0.898941
1707 8386 0.604790
1707 9966 0.285902
1707 9490 0.642337
1708 9792 0.533455
1708 7283 0.273201
1708 6659 0.282419
1708 6252 0.362911
1708 5383 0.216597
1708 5024 0.158204
1708 8050 0.467420
1708 6812 0.363509
1709 9625 0.753019
1709 3719 0.174426
1709 3601 0.164618
1709 3175 0.879801
1709 1957 0.497467
1709 2201 0.722320
1710 9398 0.655932
1710 6389 0.709640
1710 2196 0.067486
1710 1927 0.052068
1710 7990 0.534291
1710 3747 0.496780
1710 5592 0.689558
1711 6424 0.469913
1711 5884 0.059056
1711 5766 0.208657
1711 4073 0.852080
1711 2926 0.359810
1711 5519 0.781348
1711 2397 0.856222
1711 6066 0.632258
1712 7784 0.480248
1712 5461 0.951049
1712 7392 0.727934
1713 7567 0.949354
1713 2454 0.757072
1713 1961 0.693651
1713 7145 0.291551
1713 7844 0.762662
1714 8681 0.766202
1714 7992 0.544013
1715 8113 0.625583
1715 5773 0.368280
1715 2369 0.755352
1715 3789 0.538254
1716 9078 0.734430
1716 8296 0.528414
1716 4300 0.208205
1716 8609 0.858439
1716 9521 0.530612
1717 9288 0.382683
1717 6785 0.547475
1717 2909 0.370432
1717 6075 0.148429
1717 9743 0.878967
1717 8424 0.123571
1718 7578 0.164127
1718 6810 0.482484
1718 4999 0.431144
1718 8545 0.250621
1718 7811 0.291203
1718 8344 0.378835
1719 8971 0.387830
1719 3541 0.205022
1719 3188 0.346029
1719 8923 0.825835
1719 2125 0.222971
1720 9792 0.429879
1720 6330 0.270303
1720 1752 1.078840
1720 2569 0.554334
1721 7408 0.203734
1721 3807 0.308649
1721 7767 0.657583
1721 3062 0.513579
1721 4848 0.067423
1722 9524 0.699386
1722 7970 0.709360
1722 7172 0.261072
1722 9167 0.050580
1722 9349 0.549803
1722 8421 0.696053
1722 9766 0.928485
1723 9152 0.360331
1723 6330 0.817637
1723 5829 0.300402
1723 5782 0.601740
1723 4936 0.762902
1723 4609 0.105890
1723 5546 0.482798
1723 5092 0.744474
1724 9331 0.512146
1724 8346 0.505818
1724 6624 0.238207
1724 5263 0.421023
1725 9875 0.317557
1725 6693 0.095020
1725 6391 0.435427
1725 4668 0.266440
1725 4127 0.287406
1725 4008 0.312859
1726 9793 0.475197
1726 3936 0.684825
1726 2935 0.468498
1726 1779 0.912918
1726 5165 0.179976
1726 4416 0.282837
1726 8800 0.807195
1726 4443 0.418020
1727 6156 0.651807
1727 3918 0.761239
1727 5832 0.551896
1727 6192 0.649678
1727 7997 0.254934
1728 7274 0.765398
1728 5663 0.593054
1728 2688 0.776232
1728 8451 0.743366
1728 2082 0.862011
1728 6403 0.203373
1729 7960 0.618711
1729 7475 0.365137
1729 6170 0.539752
1729 3892 0.506504
1729 5543 0.559755
1729 6892 0.546402
1730 9441 0.682442
1730 5996 0.093645
1730 3567 0.217555
1730 7077 1.019142
1730 3166 0.654089
1731 8160 0.343363
1731 5165 0.668401
1731 1743 0.298084
1731 8172 0.606651
1731 4550 0.544563
1732 4645 0.578352
1732 4610 0.405520
1732 7034 0.330755
1732 3919 0.504534
1732 3082 0.708251
1733 9900 0.367116
1733 1993 0.749328
1733 9879 0.620134
1733 1826 0.220272
1733 4741 0.639545
1734 8200 0.188979
1734 4339 0.261758
1734 2559 0.242244
1734 2883 0.546037
1735 7677 0.531791
1735 4597 0.552065
1735 4463 0.553116
1735 4035 0.661582
1735 9992 0.405517
1735 7332 0.586068
1735 5617 0.529204
1736 8398 0.482143
1736 3107 0.554703
1736 9094 0.046476
1737 8929 0.535213
1737 3931 0.391934
1737 2122 0.347459
1737 8190 0.426302
1737 6659 0.272492
1737 4386 0.384127
1738 5868 0.337008
1738 4596 0.785760
1738 2879 0.381488
1738 7061 0.785137
1739 7541 0.432972
1739 6450 0.978372
1739 4639 0.243834
1739 8556 0.826753
1739 4887 0.244023
1740 8482 0.371676
1740 7501 0.469502
1740 7132 0.391697
1740 4632 0.325309
1740 3847 0.428902
1740 3204 0.267936
1740 9275 0.278509
1740 6083 0.693598
1740 8049 0.800565
1741 6130 0.334663
1741 2399 0.384143
1741 5467 0.413011
1741 8093 0.519961
1742 4743 0.056075
1742 2847 0.561104
1742 2709 0.491192
1742 8297 0.255811
1742 2514 0.536985
1743 9141 0.708491
1743 3472 0.432445
1744 6087 0.430921
1744 4979 0.348315
1744 2162 0.490530
1744 6141 0.403282
1744 5166 0.548613
1744 6014 0.633182
1745 9967 0.886972
1745 8353 0.576978
1745 8344 0.729584
1745 4950 0.431248
1746 7972 0.151086
1746 6249 0.551192
1746 3452 0.554105
1746 9701 0.238573
1746 2118 0.848213
1747 6639 0.402148
1747 9035 0.389978
1747 7063 0.479317
1747 3702 0.770370
1748 4681 0.598643
1748 2296 0.335714
1748 8513 0.591896
1748 2783 0.538869
1748 5659 0.354770
1748 2517 0.592241
1749 8649 0.403540
1749 4082 0.836431
1749 7997 0.088365
1749 6743 0.688428
1750 7093 0.374775
1750 7771 0.147480
1750 6623 0.216815
1750 9646 0.102741
1751 6661 0.583584
1751 3689 0.254967
1751 8581 0.455662
1751 5425 0.349386
1752 8821 1.001982
1752 8600 0.613816
1752 5789 0.974726
1752 5970 0.776609
1753 5421 0.508796
1753 3880 0.850602
1753 2216 0.177458
1753 1777 0.857424
1754 7197 0.315370
1754 5172 0.589923
1754 4108 0.690398
1754 3998 0.329449
1754 2279 0.201383
1754 4061 1.005370
1754 8795 0.816062
1754 2511 0.561276
1755 9448 0.119012
1755 8842 0.521118
1755 2738 0.483229
1755 2760 0.564695
1755 6295 0.417494
1755 3387 0.214000
1756 9304 0.316053
1756 5230 0.175088
1756 9963 0.299737
1757 8142 0.866398
1757 3348 0.450089
1757 7873 0.368716
1757 5620 0.379392
1758 8864 0.552724
1758 7089 0.518862
1758 4254 0.685729
1758 5365 0.341388
1758 1972 0.293531
1759 9338 0.731530
1759 7467 0.745320
1759 3553 0.756252
1759 5199 0.666947
1759 9315 0.733599
1759 6648 0.867326
1760 8301 0.500208
1760 4079 0.694962
1760 2059 0.221378
1761 8230 0.629788
1761 6620 0.534427
1761 8847 0.174183
1761 4970 0.376923
1761 2541 0.946521
1762 8758 0.726748
1762 7160 0.641290
1762 5051 0.693565
1762 3516 0.626268
1762 5985 0.216193
1762 4682 0.345585
1762 7662 0.579389
1763 9986 0.503066
1763 7508 0.921236
1763 5343 0.893982
1763 5631 0.206006
1764 9780 0.723110
1764 7403 0.257903
1764 5366 0.185435
1764 2290 0.461737
1764 2201 0.572116
1765 6256 0.393415
1765 4258 0.343117
1765 7092 0.444022
1765 9001 0.303251
1765 7408 0.446933
1765 6759 0.428272
1766 9337 0.629780
1766 9077 0.904627
1766 4349 0.293421
1766 3657 0.723018
1766 5067 0.693755
1766 4025 0.571435
1766 9117 0.664786
1767 3028 0.406629
1767 8805 0.508604
1767 5756 0.251122
1767 5915 0.379901
1768 5661 0.169487
1768 5604 0.082786
1768 4474 0.874128
1768 1893 0.427947
1768 8550 0.850323
1768 6671 0.356707
1768 4529 0.868002
1769 7269 0.585475
1769 5910 0.686264
1769 5300 0.365527
1769 4328 0.221104
1769 6561 0.487482
1769 7245 0.259405
1770 7984 0.817759
1770 5008 0.358206
1770 4653 0.108872
1770 4451 0.671496
1770 4286 0.196685
1770 1892 0.375677
1770 7592 0.484099
1770 7317 0.577725
1770 2474 0.709949
1771 8174 0.438195
1771 6536 0.543170
1771 3143 0.640522
1771 2942 0.227553
1771 5649 0.396069
1771 1851 0.246726
1772 6059 0.541344
1772 2411 0.528505
1772 8210 0.497938
1772 4804 0.416095
1772 9502 0.488239
1773 8323 0.702484
1773 7492 0.292155
1773 4883 0.781136
1773 8186 0.332614
1773 4608 0.337134
1773 2150 0.233440
1774 9605 0.429774
1774 7101 0.351767
1774 5749 0.416639
1774 3033 0.554465
1775 8764 0.652380
1775 8037 0.115903
1775 6342 0.922200
1775 4462 0.657773
1775 1945 0.654872
1775 5200 0.519728
1775 2279 0.531705
1775 1796 0.329047
1776 6384 0.962563
1776 3179 0.376772
1776 8062 0.728485
1776 1983 0.586965
1777 9707 0.885922
1777 8735 0.825487
1777 3148 0.541527
1777 3140 0.211751
1777 9298 0.307195
1777 7789 0.592314
1778 9676 0.313541
1778 8682 0.598793
1778 6273 0.513407
1778 2790 0.177633
1778 6927 0.256853
1778 2641 0.372474
1778 9495 0.336549
1779 9322 0.678272
1779 6323 0.892621
1779 5961 0.411228
1779 6605 0.865733
1779 2858 0.560302
1780 8119 0.479298
1780 6205 0.346294
1780 8011 0.370188
1780 5696 0.346398
1781 4336 0.534043
1781 3889 0.562603
1781 6744 0.538616
1782 7391 0.817723
1782 6306 0.324497
1782 4446 0.186563
1782 1854 0.520181
1782 5497 0.858918
1782 7192 0.519224
1782 3109 0.384049
1782 8714 0.903268
1783 9404 0.908786
1783 7884 0.315957
1783 6082 0.336853
1783 5198 0.525850
1783 3412 0.794288
1783 2902 0.961155
1783 7607 1.058799
1783 9783 0.918182
1784 5041 0.797056
1784 4847 1.131285
1784 3745 0.358611
1784 3081 0.686938
1784 8743 0.707689
1785 4642 0.776694
1785 3503 0.377550
1785 2415 0.852472
1786 4699 0.404757
1786 2773 0.855263
1786 2718 0.975428
1786 2347 0.151220
1786 5333 0.721398
1786 8965 0.823862
1787 3670 0.562115
1787 4127 0.307515
1787 2863 0.611923
1787 3837 0.503176
1788 9249 0.800542
1788 7727 0.624144
1788 7712 0.103599
1788 6203 0.570007
1788 5639 0.310748
1788 9551 0.164378
1788 2576 0.175336
1788 7036 0.206251
1789 6209 0.866526
1789 3622 0.702654
1789 4268 0.575400
1790 6955 0.432153
1790 5938 0.387371
1790 3470 0.317423
1790 5420 0.109487
1790 5587 0.405016
1790 4535 0.390659
1791 9711 0.433171
1791 3396 0.563881
1791 3394 0.773886
1791 1793 0.749107
1791 6521 0.725156
1791 4435 0.968508
1792 5532 0.496574
1792 3977 0.690121
1792 1894 0.764431
1792 5597 0.685677
1793 9928 0.659483
1793 3288 0.719980
1793 2020 0.423896
1793 7886 0.382398
1793 4940 0.698606
1793 6692 0.885493
1794 8747 0.333594
1794 4483 0.502091
1794 1820 0.311360
1794 3204 0.171312
1794 2606 0.121628
1794 4444 0.444546
1794 8640 0.776004
1795 4041 0.366973
1795 9024 0.608466
1795 4254 0.564117
1796 4983 0.575732
1796 3627 0.596179
1796 4734 0.327537
1796 2633 0.697586
1796 4320 0.319785
1797 8062 0.472254
1797 6168 0.367003
1797 4650 0.350563
1797 3336 0.355235
1797 7633 0.565181
1797 5671 0.105608
1797 9345 0.148035
1798 8882 0.496695
1798 6661 0.556573
1798 6019 0.559966
1798 5816 0.796555
1798 2066 0.330770
1798 7487 0.539139
1798 9651 0.961995
1799 9114 0.316705
1799 7533 0.277605
1799 4034 0.293023
1799 7771 0.110200
1799 7686 0.236451
1799 9648 0.320646
1799 4701 0.469114
1800 7575 0.432432
1800 7197 0.526262
1800 5075 0.690138
1800 8239 0.458316
1801 4604 0.250238
1801 6083 0.609394
1801 6327 0.467692
1801 5320 0.269766
1802 7748 0.615691
1802 1820 0.420358
1802 6978 1.048541
1802 9846 0.360192
1803 9251 0.758471
1803 9746 0.628387
1803 5210 0.421107
1803 8959 0.425322
1803 1848 0.469686
1804 9714 0.796301
1804 8989 0.702010
1804 8742 0.161291
1804 5307 0.720620
1804 5673 0.738453
1804 4373 0.654050
1805 6051 0.706398
1805 5416 0.782484
1805 3808 0.666437
1806 6769 0.381033
1806 5930 0.734278
1806 5023 0.611933
1806 1863 0.885651
1806 8487 0.364607
1806 5244 0.711156
1807 6502 0.081260
1807 3337 0.094026
1807 2433 0.938071
1807 8812 0.873891
1808 6460 0.271517
1808 3828 0.849188
1808 9796 0.563505
1808 8364 0.359219
1808 6591 0.344957
1809 7360 0.186148
1809 5489 0.447665
1809 2553 0.632510
1809 6630 0.575776
1809 4433 0.421008
1809 8839 0.533746
1810 8363 0.296200
1810 2893 0.117725
1810 8075 0.957703
1810 5154 0.941034
1811 2578 0.239412
1811 3580 0.187158
1811 2402 0.273589
1812 9074 0.995523
1812 8144 0.474086
1812 7694 0.496383
1812 5473 0.628107
1812 9027 0.552930
1812 2024 0.291005
1812 4109 0.559641
1813 9700 0.791010
1813 6635 0.958216
1813 3650 1.011033
1813 2498 0.413705
1813 4581 0.708439
1813 5282 0.155451
1813 8221 0.894471
1814 6893 0.552768
1814 4427 0.764201
1815 9095 0.747700
1815 5134 0.390105
1815 7605 0.488152
1815 2513 0.966561
1815 9476 0.984872
1816 7427 0.727938
1816 7054 0.504735
1816 6907 0.768304
1816 3943 0.215423
1816 3496 0.076663
1816 3502 0.236395
1816 5367 0.039034
1817 6321 0.274807
1817 4815 0.713873
1817 3399 0.981970
1817 5347 0.755347
1817 9233 1.008825
1818 6628 0.765116
1818 3509 0.870593
1818 7818 0.956282
1818 7169 0.418879
1819 9428 0.322490
1819 9311 0.220023
1819 9051 0.822917
1819 8268 0.136167
1819 7972 0.386097
1819 6777 0.561241
1819 2175 0.463320
1819 6910 0.356919
1819 2434 0.239495
1819 5347 1.001266
1820 7261 0.455616
1820 5064 0.346814
1820 3283 0.440557
1821 5641 0.623950
1821 4904 0.478515
1821 2685 0.430483
1821 1905 0.581964
1821 9855 0.766219
1821 6042 0.842839
1821 3501 0.724270
1822 9356 0.663052
1822 8464 0.647040
1822 8260 0.662562
1822 6237 0.420781
1822 4987 1.024322
1822 4801 0.359427
1822 3609 0.327341
1822 2722 0.679378
1822 2971 0.509027
1822 8873 1.043162
1823 7456 0.861256
1823 5654 1.163384
1823 2408 0.879800
1823 8187 0.684975
1823 7912 0.677585
1823 5405 1.176608
1823 7943 0.788138
1824 8254 0.924188
1824 6971 0.488035
1824 6741 0.597687
1824 6053 0.738524
1824 4773 0.389906
1825 8939 0.301789
1825 6867 0.838349
1825 6098 0.570843
1825 3677 0.446037
1825 3591 0.755344
1825 2970 0.740351
1825 2103 0.688052
1825 5049 0.067232
1826 9375 0.530231
1826 7816 0.508551
1826 4062 0.433045
1826 3346 0.301692
1826 4341 0.796672
1826 5638 0.547856
1827 7972 0.146122
1827 7956 0.390063
1827 7025 0.605007
1827 5271 0.378629
1827 1942 0.279619
1828 8018 0.896777
1828 2178 0.965853
1828 9508 0.417761
1828 4490 0.333815
1828 5924 0.640986
1829 8920 0.904903
1829 2242 0.817756
1829 2841 0.495487
1829 6845 0.726949
1829 5569 0.559811
1830 4864 0.080493
1830 2445 0.356849
1830 7555 0.833021
1831 8993 0.246992
1831 7500 0.227897
1831 5898 0.398510
1831 6607 0.825218
1831 8114 0.875284
1832 6700 0.304727
1832 5419 0.628213
1832 4148 0.695731
1832 6754 0.641140
1832 7358 0.571659
1832 7389 0.605268
1833 6342 0.299762
1833 2018 0.888877
1833 7752 0.738119
1833 1945 0.856006
1834 7287 0.330002
1834 6293 0.414144
1834 7430 0.683720
1834 8113 0.417448
1835 8788 0.940259
1835 6543 0.399032
1835 4863 0.558258
1835 8685 0.627717
1835 5764 0.719723
1836 6915 1.145566
1836 6250 0.534681
1836 6679 0.606748
1836 6807 0.098748
1837 9425 0.828900
1837 4284 0.706437
1837 4085 0.838767
1837 5779 0.266200
1837 9859 0.735108
1837 5288 0.593196
1838 9426 0.513103
1838 8772 0.635417
1838 8003 0.554192
1838 5047 0.217324
1838 3921 1.044241
1838 1895 0.358288
1838 5391 0.803271
1838 4922 0.742192
1838 2745 0.683746
1839 9019 0.894874
1839 5220 0.808662
1839 3139 0.766744
1839 2049 0.528726
1839 4694 0.589671
1839 3411 0.540188
1839 4522 0.600531
1840 8084 0.590888
1840 4372 0.537628
1840 5248 0.138503
1840 7079 0.571448
1840 9648 0.646894
1840 5387 0.677017
1841 5139 0.297059
1841 4367 0.493989
1841 9493 0.236400
1841 3716 0.459922
1842 5800 0.782427
1842 8108 0.342851
1842 9873 0.413399
1843 9008 0.473014
1843 7763 0.453752
1843 4149 0.199230
1843 2112 0.592888
1844 6520 0.904506
1844 5487 0.797274
1844 9721 0.657770
1844 5026 0.824780
1845 9780 0.706300
1845 6488 0.430179
1845 4702 0.194245
1845 2210 0.267146
1845 9999 0.507518
1845 3080 0.338214
1845 8378 0.335810
1845 9618 0.667091
1846 7952 0.698751
1846 6928 0.275187
1846 6249 0.477803
1846 5668 0.044757
1846 6659 0.371650
1846 6859 0.224992
1846 8913 0.649392
1847 9032 0.402739
1847 6365 0.593858
1847 3251 0.432752
1847 2113 0.852634
1847 6537 0.961602
1847 6606 1.012006
1847 2684 0.114744
1848 5035 0.449998
1848 9027 0.477524
1848 4863 0.584660
1848 6284 1.024228
1849 5630 0.902200
1849 4769 0.579703
1849 6679 0.271827
1849 6550 0.352147
1850 4943 0.361736
1850 4300 0.587769
1850 7504 0.149937
1850 2576 0.565963
1851 6004 0.550142
1851 3145 0.187866
1851 6399 0.420905
1852 3684 0.377075
1852 9543 0.508925
1852 3309 0.699497
1853 3711 0.437714
1853 6259 0.642527
1853 1873 0.766579
1853 7322 0.299956
1853 4735 0.869699
1854 3159 0.385361
1854 9207 0.512544
1855 3312 0.197027
1855 2902 0.205254
1855 8546 0.604203
1855 4152 0.375009
1855 5020 0.442079
1856 7366 0.334017
1856 4618 0.278537
1856 7832 0.372031
1856 8084 0.483141
1856 9947 0.578022
1856 7751 0.361553
1857 7819 0.692108
1857 6815 0.297761
1857 5221 0.849357
1857 6744 0.596379
1858 8341 0.597967
1858 8063 0.591474
1858 2806 0.721447
1858 6146 0.355039
1858 8824 0.359372
1859 9276 0.462113
1859 8604 0.189210
1859 2877 0.878309
1859 2504 0.909357
1859 6327 0.583640
1859 8060 0.021660
1859 6602 0.832463
1859 4059 0.119516
1860 8233 0.357660
1860 2096 0.314126
1860 8070 0.265027
1860 3133 0.263968
1860 9212 0.538717
1861 9426 0.665038
1861 8847 0.337386
1861 6934 0.510266
1861 3774 0.646041
1861 7242 0.331438
1861 5208 0.276902
1861 5216 0.765692
1862 5431 0.428070
1862 2631 0.796626
1862 6506 0.464057
1862 2328 0.442051
1863 4018 0.967651
1863 8736 0.289126
1863 9381 0.933867
1864 9817 0.559791
1864 7422 0.517920
1864 5333 0.496475
1864 7008 0.798520
1864 9456 0.695183
1865 9214 0.189853
1865 3344 0.445265
1865 9488 0.821088
1865 7298 0.464533
1865 5573 0.571391
1866 7840 0.561846
1866 1928 0.104012
1866 9157 0.922127
1867 9307 0.796114
1867 8596 0.592666
1867 4304 0.796415
1867 3311 0.448886
1867 6754 0.582702
1867 6484 0.662524
1867 9103 0.322949
1868 8485 0.891143
1868 6979 0.912947
1868 6122 0.660002
1868 3340 0.722130
1868 6844 0.046984
1868 3766 0.354324
1868 5112 0.098389
1869 9974 0.787930
1869 9686 0.887238
1869 6037 0.273788
1869 4906 0.410723
1869 2168 0.449087
1869 4254 0.968312
1870 5116 0.469720
1871 9210 0.505738
1871 6252 0.103352
1871 5331 0.515063
1871 2569 0.343313
1871 6648 0.538711
1871 9486 0.359713
1871 4991 0.260668
1872 8903 0.694897
1872 5084 0.311552
1872 5033 0.470105
1872 4240 0.390847
1872 3483 0.596994
1872 8425 0.204710
1872 5018 0.306652
1873 8456 0.670956
1873 7933 0.134878
1873 3131 0.395042
1873 3517 0.433011
1873 3987 0.321386
1873 5032 0.590244
1874 3583 0.364109
1874 2121 0.377700
1874 8677 0.098853
1874 9376 0.218055
1874 7675 0.605045
1875 7193 0.223152
1875 6663 0.375839
1875 5921 0.651981
1875 2183 0.235691
1875 9432 0.061929
1875 5937 0.678770
1875 7861 0.789860
1876 9889 0.684035
1876 3350 0.361529
1876 9726 0.364556
1876 7533 0.364491
1877 3695 0.757901
1877 2984 0.858395
1877 2733 0.721570
1877 3765 1.212123
1878 9090 0.538041
